,text,words,keys,values
343,"¿Podría cambiarnos a otra habitación con teléfono y televisión?
","['podría', 'cambiarnos', 'a', 'otra', 'habitación', 'con', 'teléfono', 'y', 'televisión']","['podría', 'cambiarnos', 'a', 'otra', 'habitación', 'con', 'teléfono', 'y', 'televisión']","['can', 'you', 'move', 'us', 'to', 'a', 'room', 'with', 'a', 'telephone', 'and', 'a', 'tv']"
344,"No importa.
","['no', 'importa']","['no', 'importa']","['it', 'does', 'not', 'matter']"
345,"¿Hay teléfono y televisión en la habitación?
","['hay', 'teléfono', 'y', 'televisión', 'en', 'la', 'habitación']","['hay', 'teléfono', 'y', 'televisión', 'en', 'la', 'habitación']","['are', 'there', 'a', 'telephone', 'and', 'a', 'tv', 'in', 'the', 'room']"
346,"He de marcharme hoy.
","['he', 'de', 'marcharme', 'hoy']","['he', 'de', 'marcharme', 'hoy']","['i', 'should', 'leave', 'today']"
347,"Vamos a marcharnos esta mañana.
","['vamos', 'a', 'marcharnos', 'esta', 'mañana']","['vamos', 'a', 'marcharnos', 'esta', 'mañana']","['we', 'are', 'leaving', 'this', 'morning']"
348,"Por favor, ¿le importaría mostrarnos una habitación con teléfono y televisión?
","['por', 'favor', 'le', 'importaría', 'mostrarnos', 'una', 'habitación', 'con', 'teléfono', 'y', 'televisión']","['por', 'favor', 'le', 'importaría', 'mostrarnos', 'una', 'habitación', 'con', 'teléfono', 'y', 'televisión']","['would', 'you', 'mind', 'showing', 'us', 'a', 'room', 'with', 'a', 'telephone', 'and', 'a', 'tv', 'please']"
349,"Lleve el equipaje.
","['lleve', 'el', 'equipaje']","['lleve', 'el', 'equipaje']","['carry', 'the', 'luggage']"
350,"¿Hay aire acondicionado en las habitaciones?
","['hay', 'aire', 'acondicionado', 'en', 'las', 'habitaciones']","['hay', 'aire', 'acondicionado', 'en', 'las', 'habitaciones']","['is', 'there', 'air', 'conditioning', 'in', 'the', 'rooms']"
351,"¿Podría subir mis bultos a mi habitación?
","['podría', 'subir', 'mis', 'bultos', 'a', 'mi', 'habitación']","['podría', 'subir', 'mis', 'bultos', 'a', 'mi', 'habitación']","['could', 'you', 'send', 'up', 'my', 'luggage', 'to', 'my', 'room']"
352,"No estoy de acuerdo.
","['no', 'estoy', 'de', 'acuerdo']","['no', 'estoy', 'de', 'acuerdo']","['i', 'do', 'not', 'agree']"
353,"He reservado una habitación individual, por favor.
","['he', 'reservado', 'una', 'habitación', 'individual', 'por', 'favor']","['he', 'reservado', 'una', 'habitación', 'individual', 'por', 'favor']","['i', 'have', 'booked', 'a', 'single', 'room']"
354,"Quisiera reservar una habitación para un día, por favor.
","['quisiera', 'reservar', 'una', 'habitación', 'para', 'un', 'día', 'por', 'favor']","['quisiera', 'reservar', 'una', 'habitación', 'para', 'un', 'día', 'por', 'favor']","['i', 'want', 'to', 'book', 'a', 'room', 'for', 'a', 'day', 'please']"
355,"¿Nos podría dar usted la llave de mi habitación?
","['nos', 'podría', 'dar', 'usted', 'la', 'llave', 'de', 'mi', 'habitación']","['nos', 'podría', 'dar', 'usted', 'la', 'llave', 'de', 'mi', 'habitación']","['could', 'you', 'give', 'us', 'the', 'key', 'to', 'my', 'room']"
356,"¿Me puede dar la llave de la habitación, por favor?
","['me', 'puede', 'dar', 'la', 'llave', 'de', 'la', 'habitación', 'por', 'favor']","['me', 'puede', 'dar', 'la', 'llave', 'de', 'la', 'habitación', 'por', 'favor']","['can', 'you', 'give', 'me', 'the', 'key', 'to', 'the', 'room', 'please']"
357,"Por favor, he hecho una reserva.
","['por', 'favor', 'he', 'hecho', 'una', 'reserva']","['por', 'favor', 'he', 'hecho', 'una', 'reserva']","['i', 'have', 'made', 'a', 'reservation']"
358,"Me tengo que marchar mañana por la mañana.
","['me', 'tengo', 'que', 'marchar', 'mañana', 'por', 'la', 'mañana']","['me', 'tengo', 'que', 'marchar', 'mañana', 'por', 'la', 'mañana']","['i', 'should', 'leave', 'tomorrow', 'morning']"
359,"¿Tengo que rellenar la hoja de registro, por favor?
","['tengo', 'que', 'rellenar', 'la', 'hoja', 'de', 'registro', 'por', 'favor']","['tengo', 'que', 'rellenar', 'la', 'hoja', 'de', 'registro', 'por', 'favor']","['should', 'i', 'fill', 'in', 'the', 'registration', 'form', 'please']"
360,"¿Haría el favor de cambiarme de habitación?
","['haría', 'el', 'favor', 'de', 'cambiarme', 'de', 'habitación']","['haría', 'el', 'favor', 'de', 'cambiarme', 'de', 'habitación']","['would', 'you', 'mind', 'changing', 'my', 'room']"
361,"Por favor, ¿puede darme las llaves de la cero tres cero?
","['por', 'favor', 'puede', 'darme', 'las', 'llaves', 'de', 'la', 'cero', 'tres', 'cero']","['por', 'favor', 'puede', 'darme', 'las', 'llaves', 'de', 'la', 'cero', 'tres', 'cero']","['can', 'you', 'give', 'me', 'the', 'keys', 'to', 'room', 'number', 'oh', 'three', 'oh', 'please']"
362,"¿Nos puede bajar nuestras bolsas de viaje a la habitación número cuatro veintitrés, por favor?
","['nos', 'puede', 'bajar', 'nuestras', 'bolsas', 'de', 'viaje', 'a', 'la', 'habitación', 'número', 'cuatro', 'veintitrés', 'por', 'favor']","['nos', 'puede', 'bajar', 'nuestras', 'bolsas', 'de', 'viaje', 'a', 'la', 'habitación', 'número', 'cuatro', 'veintitrés', 'por', 'favor']","['can', 'you', 'send', 'down', 'our', 'travel', 'bags', 'to', 'room', 'number', 'four', 'two', 'three', 'please']"
363,"Deseo reservar una habitación individual y tranquila para una semana, por favor.
","['deseo', 'reservar', 'una', 'habitación', 'individual', 'y', 'tranquila', 'para', 'una', 'semana', 'por', 'favor']","['deseo', 'reservar', 'una', 'habitación', 'individual', 'y', 'tranquila', 'para', 'una', 'semana', 'por', 'favor']","['i', 'want', 'to', 'book', 'a', 'quiet', 'single', 'room', 'for', 'a', 'week', 'please']"
364,"Por favor, explique la cuenta.
","['por', 'favor', 'explique', 'la', 'cuenta']","['por', 'favor', 'explique', 'la', 'cuenta']","['please', 'explain', 'the', 'bill']"
365,"Por favor, ¿podrían pedirnos un taxi para la habitación siete veintinueve?
","['por', 'favor', 'podrían', 'pedirnos', 'un', 'taxi', 'para', 'la', 'habitación', 'siete', 'veintinueve']","['por', 'favor', 'podrían', 'pedirnos', 'un', 'taxi', 'para', 'la', 'habitación', 'siete', 'veintinueve']","['could', 'you', 'ask', 'for', 'a', 'taxi', 'for', 'room', 'number', 'seven', 'two', 'nine', 'for', 'us', 'please']"
366,"Por favor, tengo reservada una habitación para esta noche a nombre de Manuela Valls.
","['por', 'favor', 'tengo', 'reservada', 'una', 'habitación', 'para', 'esta', 'noche', 'a', 'nombre', 'de', 'manuela', 'valls']","['por', 'favor', 'tengo', 'reservada', 'una', 'habitación', 'para', 'esta', 'noche', 'a', 'nombre', 'de', 'manuela', 'valls']","['i', 'have', 'booked', 'a', 'room', 'for', 'tonight', 'for', 'manuela', 'valls']"
367,"Por favor, querría que nos diera la llave de la habitación uno uno.
","['por', 'favor', 'querría', 'que', 'nos', 'diera', 'la', 'llave', 'de', 'la', 'habitación', 'uno', 'uno']","['por', 'favor', 'querría', 'que', 'nos', 'diera', 'la', 'llave', 'de', 'la', 'habitación', 'uno', 'uno']","['i', 'would', 'like', 'you', 'to', 'give', 'us', 'the', 'key', 'to', 'room', 'number', 'one', 'one', 'please']"
368,"Por favor, ¿pueden bajar nuestros bultos a la habitación número cuatrocientos catorce?
","['por', 'favor', 'pueden', 'bajar', 'nuestros', 'bultos', 'a', 'la', 'habitación', 'número', 'cuatrocientos', 'catorce']","['por', 'favor', 'pueden', 'bajar', 'nuestros', 'bultos', 'a', 'la', 'habitación', 'número', 'cuatrocientos', 'catorce']","['can', 'you', 'send', 'down', 'our', 'luggage', 'to', 'room', 'number', 'four', 'one', 'four', 'please']"
369,"Me gustaría cambiarme de habitación, por favor.
","['me', 'gustaría', 'cambiarme', 'de', 'habitación', 'por', 'favor']","['me', 'gustaría', 'cambiarme', 'de', 'habitación', 'por', 'favor']","['i', 'would', 'like', 'to', 'change', 'rooms', 'please']"
370,"Por favor, hemos reservado una habitación individual y tranquila.
","['por', 'favor', 'hemos', 'reservado', 'una', 'habitación', 'individual', 'y', 'tranquila']","['por', 'favor', 'hemos', 'reservado', 'una', 'habitación', 'individual', 'y', 'tranquila']","['we', 'have', 'booked', 'a', 'quiet', 'single', 'room']"
371,"Por favor, suban mi bolsa de viaje a la habitación seiscientos treinta y uno.
","['por', 'favor', 'suban', 'mi', 'bolsa', 'de', 'viaje', 'a', 'la', 'habitación', 'seiscientos', 'treinta', 'y', 'uno']","['por', 'favor', 'suban', 'mi', 'bolsa', 'de', 'viaje', 'a', 'la', 'habitación', 'seiscientos', 'treinta', 'y', 'uno']","['please', 'send', 'up', 'my', 'travel', 'bag', 'to', 'room', 'number', 'six', 'three', 'one']"
372,"¿Puede pedir un taxi?
","['puede', 'pedir', 'un', 'taxi']","['puede', 'pedir', 'un', 'taxi']","['can', 'you', 'ask', 'for', 'a', 'taxi', 'please']"
373,"Por favor, ¿puede pedir un taxi?
","['por', 'favor', 'puede', 'pedir', 'un', 'taxi']","['por', 'favor', 'puede', 'pedir', 'un', 'taxi']","['can', 'you', 'ask', 'for', 'a', 'taxi', 'please']"
374,"Por favor, ¿podrían hacer la cuenta de la habitación seiscientos veintiséis?
","['por', 'favor', 'podrían', 'hacer', 'la', 'cuenta', 'de', 'la', 'habitación', 'seiscientos', 'veintiséis']","['por', 'favor', 'podrían', 'hacer', 'la', 'cuenta', 'de', 'la', 'habitación', 'seiscientos', 'veintiséis']","['could', 'you', 'make', 'out', 'the', 'bill', 'for', 'room', 'number', 'six', 'two', 'six', 'please']"
375,"Dénos la llave de la número ocho catorce.
","['dénos', 'la', 'llave', 'de', 'la', 'número', 'ocho', 'catorce']","['dénos', 'la', 'llave', 'de', 'la', 'número', 'ocho', 'catorce']","['give', 'us', 'the', 'key', 'to', 'room', 'number', 'eight', 'one', 'four']"
376,"Quiero que me suba los bultos a la habitación, por favor.
","['quiero', 'que', 'me', 'suba', 'los', 'bultos', 'a', 'la', 'habitación', 'por', 'favor']","['quiero', 'que', 'me', 'suba', 'los', 'bultos', 'a', 'la', 'habitación', 'por', 'favor']","['i', 'want', 'you', 'to', 'send', 'up', 'my', 'luggage', 'to', 'the', 'room', 'please']"
377,"Déme la llave de la habitación seis dieciocho, por favor.
","['déme', 'la', 'llave', 'de', 'la', 'habitación', 'seis', 'dieciocho', 'por', 'favor']","['déme', 'la', 'llave', 'de', 'la', 'habitación', 'seis', 'dieciocho', 'por', 'favor']","['give', 'me', 'the', 'key', 'to', 'room', 'number', 'six', 'one', 'eight', 'please']"
378,"¿Nos podrían dar la llave de la habitación número seis cuatro cero?
","['nos', 'podrían', 'dar', 'la', 'llave', 'de', 'la', 'habitación', 'número', 'seis', 'cuatro', 'cero']","['nos', 'podrían', 'dar', 'la', 'llave', 'de', 'la', 'habitación', 'número', 'seis', 'cuatro', 'cero']","['could', 'you', 'give', 'us', 'the', 'key', 'to', 'room', 'number', 'six', 'four', 'oh']"
379,"¿Podríamos ver una habitación tranquila, por favor?
","['podríamos', 'ver', 'una', 'habitación', 'tranquila', 'por', 'favor']","['podríamos', 'ver', 'una', 'habitación', 'tranquila', 'por', 'favor']","['could', 'we', 'see', 'a', 'quiet', 'room', 'please']"
380,"¡Sí!
",['sí'],['sí'],['yes']
381,"Llévenos nuestros bultos a la número ochocientos veintiséis, por favor.
","['llévenos', 'nuestros', 'bultos', 'a', 'la', 'número', 'ochocientos', 'veintiséis', 'por', 'favor']","['llévenos', 'nuestros', 'bultos', 'a', 'la', 'número', 'ochocientos', 'veintiséis', 'por', 'favor']","['send', 'our', 'luggage', 'to', 'room', 'number', 'eight', 'two', 'six', 'please']"
382,"¿Nos podría bajar el equipaje a la habitación número tres seis dos?
","['nos', 'podría', 'bajar', 'el', 'equipaje', 'a', 'la', 'habitación', 'número', 'tres', 'seis', 'dos']","['nos', 'podría', 'bajar', 'el', 'equipaje', 'a', 'la', 'habitación', 'número', 'tres', 'seis', 'dos']","['could', 'you', 'send', 'down', 'our', 'luggage', 'to', 'room', 'number', 'three', 'six', 'two']"
383,"Por favor, he reservado una habitación tranquila hasta mañana a nombre de Gregorio Cabedo.
","['por', 'favor', 'he', 'reservado', 'una', 'habitación', 'tranquila', 'hasta', 'mañana', 'a', 'nombre', 'de', 'gregorio', 'cabedo']","['por', 'favor', 'he', 'reservado', 'una', 'habitación', 'tranquila', 'hasta', 'mañana', 'a', 'nombre', 'de', 'gregorio', 'cabedo']","['i', 'have', 'booked', 'a', 'quiet', 'room', 'until', 'tomorrow', 'for', 'gregorio', 'cabedo']"
384,"Nos marchamos hoy a las seis y media de la tarde.
","['nos', 'marchamos', 'hoy', 'a', 'las', 'seis', 'y', 'media', 'de', 'la', 'tarde']","['nos', 'marchamos', 'hoy', 'a', 'las', 'seis', 'y', 'media', 'de', 'la', 'tarde']","['we', 'are', 'leaving', 'today', 'at', 'half', 'past', 'six', 'in', 'the', 'afternoon']"
385,"Por favor, ¿le importaría llevar nuestras bolsas de viaje a la habitación número dos tres cinco?
","['por', 'favor', 'le', 'importaría', 'llevar', 'nuestras', 'bolsas', 'de', 'viaje', 'a', 'la', 'habitación', 'número', 'dos', 'tres', 'cinco']","['por', 'favor', 'le', 'importaría', 'llevar', 'nuestras', 'bolsas', 'de', 'viaje', 'a', 'la', 'habitación', 'número', 'dos', 'tres', 'cinco']","['would', 'you', 'mind', 'sending', 'our', 'travel', 'bags', 'to', 'room', 'number', 'two', 'three', 'five', 'please']"
386,"Hicimos una reserva.
","['hicimos', 'una', 'reserva']","['hicimos', 'una', 'reserva']","['we', 'made', 'a', 'reservation']"
387,"Por favor, ¿me podrían detallar la cuenta?
","['por', 'favor', 'me', 'podrían', 'detallar', 'la', 'cuenta']","['por', 'favor', 'me', 'podrían', 'detallar', 'la', 'cuenta']","['could', 'you', 'explain', 'the', 'bill', 'for', 'me', 'please']"
388,"Me gustaría cambiarme a otra habitación con servicio de bar y aire acondicionado, por favor.
","['me', 'gustaría', 'cambiarme', 'a', 'otra', 'habitación', 'con', 'servicio', 'de', 'bar', 'y', 'aire', 'acondicionado', 'por', 'favor']","['me', 'gustaría', 'cambiarme', 'a', 'otra', 'habitación', 'con', 'servicio', 'de', 'bar', 'y', 'aire', 'acondicionado', 'por', 'favor']","['i', 'would', 'like', 'to', 'move', 'to', 'a', 'room', 'with', 'a', 'minibar', 'and', 'air', 'conditioning', 'please']"
389,"Quisiéramos que nos despertara a las once y cuarto.
","['quisiéramos', 'que', 'nos', 'despertara', 'a', 'las', 'once', 'y', 'cuarto']","['quisiéramos', 'que', 'nos', 'despertara', 'a', 'las', 'once', 'y', 'cuarto']","['we', 'would', 'like', 'you', 'to', 'wake', 'us', 'up', 'at', 'a', 'quarter', 'past', 'eleven']"
390,"Quisiéramos que nos despertase a las nueve en punto.
","['quisiéramos', 'que', 'nos', 'despertase', 'a', 'las', 'nueve', 'en', 'punto']","['quisiéramos', 'que', 'nos', 'despertase', 'a', 'las', 'nueve', 'en', 'punto']","['we', 'would', 'like', 'you', 'to', 'wake', 'us', 'up', 'at', 'nine', 'oclock']"
391,"Reservé una habitación, por favor.
","['reservé', 'una', 'habitación', 'por', 'favor']","['reservé', 'una', 'habitación', 'por', 'favor']","['i', 'booked', 'a', 'room']"
392,"¿Podría cambiarnos a otra habitación con televisión?
","['podría', 'cambiarnos', 'a', 'otra', 'habitación', 'con', 'televisión']","['podría', 'cambiarnos', 'a', 'otra', 'habitación', 'con', 'televisión']","['can', 'you', 'move', 'us', 'to', 'a', 'room', 'with', 'a', 'tv']"
393,"Tengo que irme mañana a las diez en punto de la mañana.
","['tengo', 'que', 'irme', 'mañana', 'a', 'las', 'diez', 'en', 'punto', 'de', 'la', 'mañana']","['tengo', 'que', 'irme', 'mañana', 'a', 'las', 'diez', 'en', 'punto', 'de', 'la', 'mañana']","['i', 'should', 'leave', 'tomorrow', 'at', 'ten', 'oclock', 'in', 'the', 'morning']"
394,"¿Pueden explicar la cuenta?
","['pueden', 'explicar', 'la', 'cuenta']","['pueden', 'explicar', 'la', 'cuenta']","['can', 'you', 'explain', 'the', 'bill', 'please']"
395,"Por favor, suba mi equipaje a mi habitación.
","['por', 'favor', 'suba', 'mi', 'equipaje', 'a', 'mi', 'habitación']","['por', 'favor', 'suba', 'mi', 'equipaje', 'a', 'mi', 'habitación']","['please', 'send', 'up', 'my', 'luggage', 'to', 'my', 'room']"
396,"¿Nos pueden llevar nuestro equipaje al autobús?
","['nos', 'pueden', 'llevar', 'nuestro', 'equipaje', 'al', 'autobús']","['nos', 'pueden', 'llevar', 'nuestro', 'equipaje', 'al', 'autobús']","['can', 'you', 'send', 'our', 'luggage', 'to', 'the', 'bus']"
397,"¿Tenemos que firmar la hoja de registro?
","['tenemos', 'que', 'firmar', 'la', 'hoja', 'de', 'registro']","['tenemos', 'que', 'firmar', 'la', 'hoja', 'de', 'registro']","['should', 'we', 'sign', 'the', 'registration', 'form']"
398,"Desearía que me despertara mañana a las diez, por favor.
","['desearía', 'que', 'me', 'despertara', 'mañana', 'a', 'las', 'diez', 'por', 'favor']","['desearía', 'que', 'me', 'despertara', 'mañana', 'a', 'las', 'diez', 'por', 'favor']","['i', 'would', 'like', 'you', 'to', 'wake', 'me', 'up', 'tomorrow', 'at', 'ten', 'please']"
399,"Reservamos una habitación doble, por favor.
","['reservamos', 'una', 'habitación', 'doble', 'por', 'favor']","['reservamos', 'una', 'habitación', 'doble', 'por', 'favor']","['we', 'booked', 'a', 'double', 'room']"
400,"Vamos a marcharnos mañana a las cinco en punto de la tarde.
","['vamos', 'a', 'marcharnos', 'mañana', 'a', 'las', 'cinco', 'en', 'punto', 'de', 'la', 'tarde']","['vamos', 'a', 'marcharnos', 'mañana', 'a', 'las', 'cinco', 'en', 'punto', 'de', 'la', 'tarde']","['we', 'are', 'leaving', 'tomorrow', 'at', 'five', 'oclock', 'in', 'the', 'afternoon']"
401,"¿Hay aire acondicionado en la habitación?
","['hay', 'aire', 'acondicionado', 'en', 'la', 'habitación']","['hay', 'aire', 'acondicionado', 'en', 'la', 'habitación']","['is', 'there', 'air', 'conditioning', 'in', 'the', 'room']"
402,"Por favor, ¿le importaría darme la llave de la habitación trescientos treinta y tres?
","['por', 'favor', 'le', 'importaría', 'darme', 'la', 'llave', 'de', 'la', 'habitación', 'trescientos', 'treinta', 'y', 'tres']","['por', 'favor', 'le', 'importaría', 'darme', 'la', 'llave', 'de', 'la', 'habitación', 'trescientos', 'treinta', 'y', 'tres']","['would', 'you', 'mind', 'giving', 'me', 'the', 'key', 'to', 'room', 'number', 'three', 'three', 'three', 'please']"
403,"Me voy a ir mañana a las cuatro y media de la tarde.
","['me', 'voy', 'a', 'ir', 'mañana', 'a', 'las', 'cuatro', 'y', 'media', 'de', 'la', 'tarde']","['me', 'voy', 'a', 'ir', 'mañana', 'a', 'las', 'cuatro', 'y', 'media', 'de', 'la', 'tarde']","['i', 'am', 'leaving', 'tomorrow', 'at', 'half', 'past', 'four', 'in', 'the', 'afternoon']"
404,"Nos tenemos que ir el lunes cuatro de abril a las doce y media de la mañana.
","['nos', 'tenemos', 'que', 'ir', 'el', 'lunes', 'cuatro', 'de', 'abril', 'a', 'las', 'doce', 'y', 'media', 'de', 'la', 'mañana']","['nos', 'tenemos', 'que', 'ir', 'el', 'lunes', 'cuatro', 'de', 'abril', 'a', 'las', 'doce', 'y', 'media', 'de', 'la', 'mañana']","['we', 'should', 'leave', 'on', 'monday', 'april', 'the', 'fourth', 'at', 'half', 'past', 'twelve', 'in', 'the', 'morning']"
